"","few hrs","stopped","age","income","device","living area","premium","months"
"11242","TRUE",0,23,2.4,"android","urban",1,0
"11262","FALSE",0,41,2,"ios","urban",0,4
"11271","TRUE",0,28,1.548,"android","urban",0,1
"11291","FALSE",0,28,3.1,"ios","urban",1,5
"11301","FALSE",0,29,2.5,"ios","urban",1,16
"11321","FALSE",0,32,2,"ios","urban",1,2
"11331","FALSE",0,33,3.6,"android","urban",1,9
"11351","FALSE",0,42,4.2,"ios","urban",1,14
"11382","FALSE",0,34,2.9,"ios","urban",1,8
"11392","FALSE",0,48,1.7,"ios","urban",1,18
"11441","TRUE",2,22,1.56,"ios","urban",1,12
"11462","FALSE",0,44,2.8,"ios","urban",1,1
"11492","FALSE",1,28,2.04,"android","urban",1,10
"11521","TRUE",0,42,3.4,"ios","urban",1,9
"11542","FALSE",0,45,3.1,"ios","urban",1,5
"11561","FALSE",0,22,2.4,"android","urban",0,1
"11571","FALSE",0,26,3,"ios","urban",1,16
"11621","FALSE",0,34,5.4,"ios","urban",1,4
"11641","FALSE",0,33,2.1,"android","urban",0,0
"11672","FALSE",0,32,4.07,"android","urban",1,14
"11692","FALSE",0,23,2.04,"ios","urban",1,12
"11712","FALSE",0,25,6.2,"android","urban",1,7
"11741","FALSE",0,48,2.3,"ios","urban",0,2
"11772","FALSE",0,53,3.96,"ios","urban",0,5
"11791","FALSE",0,32,2.28,"ios","urban",0,15
"11821","FALSE",0,25,2.2,"ios","urban",1,6
"11841","TRUE",2,48,6.8,"ios","rest",0,20
"11861","FALSE",0,50,4.96,"ios","urban",1,7
"11882","FALSE",0,35,2.1,"android","urban",1,4
"11931","TRUE",6,35,5.6335,"ios","urban",0,10
"11942","TRUE",0,24,1.672,"android","urban",1,0
"11951","FALSE",0,0,1.6,"android","urban",1,9
"11982","FALSE",0,25,2.3,"android","urban",1,7
"11991","FALSE",0,25,3,"android","urban",0,0
"12012","FALSE",0,50,0.21,"ios","urban",1,1
"12072","TRUE",0,21,1.2,"android","rest",1,0
"12091","FALSE",0,25,1.5,"android","urban",1,5
"12111","FALSE",1,44,3.5,"ios","urban",0,19
"12131","FALSE",0,23,2.5,"android","urban",1,1
"12141","FALSE",0,28,5.47,"ios","urban",1,0
"12172","FALSE",0,34,9.2,"ios","urban",1,7
"12192","FALSE",0,33,2.72,"android","urban",1,8
"12201","FALSE",0,40,3.624,"ios","urban",1,19
"12221","FALSE",0,55,4.9,"ios","urban",1,17
"12242","FALSE",0,39,2.136,"android","urban",1,14
"12261","TRUE",0,40,0.49,"ios","urban",1,0
"12271","FALSE",1,56,4.3,"ios","urban",1,31
"12302","FALSE",0,33,2.8,"ios","urban",1,20
"12321","FALSE",0,28,2.8,"android","urban",1,19
"12341","FALSE",0,30,2.65,"android","urban",1,9
"12351","TRUE",0,25,1.6,"android","urban",1,0
"12362","TRUE",4,47,2.1,"android","urban",0,3
"12371","TRUE",0,36,2.408,"android","urban",1,0
"12381","TRUE",1,53,3.1,"ios","urban",1,9
"12391","FALSE",0,34,2.616,"android","urban",1,12
"12441","TRUE",0,21,2.7268,"android","urban",1,0
"12462","FALSE",0,41,5.05,"ios","urban",1,10
"12472","TRUE",2,34,3.8,"ios","urban",1,11
"12482","TRUE",1,35,4.288,"ios","urban",0,13
"12501","FALSE",0,31,4.3,"ios","urban",1,7
"12542","TRUE",0,29,2.86,"android","urban",1,0
"12561","FALSE",0,23,1.8,"android","urban",0,0
"12571","FALSE",0,34,1.8,"android","urban",1,8
"12582","FALSE",0,38,5.1,"android","urban",1,7
"12592","FALSE",0,36,3.5606,"android","urban",1,0
"12601","FALSE",0,30,4.15,"android","urban",1,4
"12622","FALSE",0,23,1.8,"android","urban",1,0
"12631","FALSE",1,25,2.9,"android","urban",1,6
"12651","FALSE",0,29,2.95,"android","urban",1,4
"12661","TRUE",0,37,3.2,"android","urban",1,0
"12672","FALSE",0,41,4.5,"ios","urban",1,10
"12682","TRUE",6,37,7,"ios","urban",1,10
"12691","TRUE",0,19,2.2,"android","urban",1,0
"12701","FALSE",0,22,2.8,"android","urban",1,0
"12762","FALSE",0,42,5.2,"ios","urban",1,9
"12771","FALSE",0,28,4.7,"ios","urban",1,19
"12802","FALSE",0,28,3.5,"ios","urban",1,11
"12811","FALSE",0,26,2.45,"android","urban",1,11
"12822","TRUE",0,21,9.9999,"android","urban",0,0
"12842","FALSE",0,28,3.54,"android","urban",1,0
"12852","FALSE",0,49,3.1144,"ios","urban",0,6
"12871","FALSE",1,49,6,"ios","urban",1,19
"12891","FALSE",0,30,2.4,"android","urban",1,8
"12901","FALSE",0,41,3.2,"android","urban",1,2
"12922","FALSE",0,22,1.75,"android","urban",1,0
"12932","TRUE",0,36,4.5,"ios","urban",1,0
"13001","FALSE",0,39,3.2,"ios","urban",1,19
"13012","TRUE",0,27,1.6,"ios","urban",0,0
"13042","FALSE",0,34,3.5,"ios","urban",0,10
"13062","FALSE",0,38,6.5,"ios","urban",1,9
"13082","FALSE",0,36,3.58,"ios","urban",1,7
"13112","TRUE",0,31,2.512,"android","rest",0,4
"13132","TRUE",0,23,3.86,"android","urban",0,4
"13162","TRUE",5,24,3.192,"android","urban",1,5
"1323","FALSE",0,38,4.52,"ios","urban",1,12
"2103","FALSE",0,33,2.42,"android","urban",1,13
"5100","FALSE",0,32,9.7867,"ios","urban",1,5
"8101","FALSE",0,29,2.37,"ios","urban",1,3
"11102","FALSE",0,30,3.95,"ios","urban",1,20
"1512","FALSE",0,35,1.908,"ios","urban",0,5
"1812","TRUE",7,30,3,"ios","urban",1,8
"2810","FALSE",0,22,1.5,"android","urban",1,6
"3013","FALSE",0,40,5.5,"ios","urban",1,19
"3212","FALSE",1,29,3.2,"android","urban",1,6
"3310","TRUE",1,25,3.15,"ios","urban",1,5
"3410","FALSE",0,21,2.4663,"ios","urban",1,10
"3611","FALSE",0,43,3.5412,"ios","urban",1,15
"3713","TRUE",0,43,2.2845,"android","urban",1,0
"4010","FALSE",0,28,4.6,"ios","urban",1,13
"4212","FALSE",0,23,2.585,"android","urban",1,1
"4812","TRUE",0,38,3.2628,"android","urban",0,1
"4911","FALSE",0,26,2.35,"android","urban",0,2
"5113","TRUE",0,50,3.6,"android","urban",0,0
"5310","FALSE",0,21,1.7,"android","urban",1,4
"5410","FALSE",0,24,2.8,"android","urban",1,8
"5812","FALSE",0,33,3.18,"android","urban",0,3
"6212","FALSE",0,27,2.28,"android","urban",1,5
"6410","FALSE",0,22,2.7,"android","urban",1,0
"6513","TRUE",3,27,4.9,"ios","urban",1,15
"6610","TRUE",0,26,2.5,"android","rest",0,0
"6710","FALSE",0,41,6,"android","rest",1,16
"6911","TRUE",0,22,5.1,"android","urban",1,0
"7013","FALSE",0,25,3.074,"android","urban",1,0
"7613","TRUE",1,24,4.1,"android","urban",0,4
"7813","FALSE",0,25,2.88,"android","urban",1,0
"7913","FALSE",0,0,3.05,"android","urban",1,5
"8013","FALSE",0,33,2.55,"android","urban",1,18
"8412","FALSE",0,29,2.4,"android","urban",1,4
"8810","TRUE",0,34,3.3,"ios","urban",0,18
"9010","TRUE",1,54,4.18,"android","urban",1,2
"9110","TRUE",2,34,2.4875,"android","urban",1,3
"9210","TRUE",0,45,2.8055,"ios","urban",1,0
"9412","TRUE",4,35,1.5,"android","urban",1,9
"10014","FALSE",0,46,5.5,"ios","urban",1,7
"10313","TRUE",0,21,2.9,"android","urban",1,3
"10412","FALSE",0,25,1.8,"android","urban",0,9
"10710","FALSE",0,23,3.625,"android","urban",0,6
"10912","FALSE",0,41,9.9999,"ios","urban",1,17
"11112","FALSE",0,23,2.95,"ios","urban",1,17
"11212","FALSE",0,42,5,"android","urban",1,5
"11312","FALSE",0,28,2.4,"android","urban",1,29
"11410","FALSE",0,46,13.5,"ios","urban",1,9
"11510","TRUE",3,26,4,"android","urban",0,5
"11912","FALSE",0,21,3,"android","urban",0,2
"12013","FALSE",0,40,4.3,"android","urban",1,4
"12810","FALSE",0,20,1.74,"android","urban",1,11
"13013","FALSE",0,42,3,"ios","urban",0,0
"13113","TRUE",5,31,4.2,"android","urban",0,19
"1392","FALSE",0,21,1.5896,"android","urban",1,16
"1422","FALSE",0,42,3.8,"android","urban",1,4
"1461","FALSE",0,30,2.5,"ios","rest",1,9
"1471","FALSE",0,25,1.5,"android","urban",1,7
"1482","FALSE",0,36,3.5822,"ios","urban",1,10
"1492","FALSE",1,44,4,"ios","urban",1,13
"1532","TRUE",1,43,3.95,"ios","urban",1,4
"1542","TRUE",5,27,4,"ios","urban",1,7
"1572","FALSE",0,28,6.6,"android","urban",1,7
"1582","FALSE",0,26,2.7,"android","urban",1,0
"1591","FALSE",0,29,4.1,"android","urban",1,0
"1602","FALSE",0,72,7.701,"ios","urban",1,9
"1612","FALSE",0,24,2.8,"android","urban",1,0
"1631","FALSE",0,25,2.3,"android","urban",1,2
"1642","TRUE",0,30,3.67,"ios","urban",1,3
"1652","TRUE",0,33,6.5,"ios","urban",1,6
"1682","FALSE",0,25,3.24,"android","urban",1,19
"1752","FALSE",0,34,6,"ios","urban",1,5
"1762","FALSE",0,28,2.6,"ios","urban",1,6
"1833","FALSE",0,31,5.6965,"ios","rest",0,26
"1853","TRUE",3,42,4.6,"android","urban",1,3
"1861","FALSE",0,22,3.5,"android","urban",1,9
"1883","FALSE",0,44,1.7472,"ios","urban",0,2
"1893","FALSE",0,30,1.95,"ios","urban",1,2
"1902","FALSE",0,34,5,"ios","urban",1,10
"1943","FALSE",0,24,2.3,"android","urban",1,0
"1952","TRUE",0,32,2.4,"android","urban",1,8
"1971","FALSE",0,22,2.4,"ios","urban",1,4
"1983","FALSE",0,36,2.52,"android","urban",0,3
"1991","FALSE",0,24,1.56,"android","urban",0,1
"2002","FALSE",0,49,2.4,"android","rest",1,6
"2012","FALSE",0,26,2,"android","urban",1,2
"2021","FALSE",1,29,2.58,"android","urban",1,12
"2033","FALSE",0,33,3.15,"android","rest",0,3
"2052","FALSE",0,48,4.65,"android","urban",1,11
"2073","FALSE",0,30,2,"ios","urban",1,14
"2092","FALSE",1,22,2.46,"android","urban",1,11
"2104","FALSE",0,31,3.8,"android","urban",0,1
"2113","FALSE",0,48,2.6372,"ios","urban",1,12
"2122","FALSE",1,40,7,"ios","urban",0,22
"2143","TRUE",0,23,3.1475,"android","urban",0,0
"2172","FALSE",0,61,4.32,"ios","urban",0,0
"2183","FALSE",0,29,2.5,"android","urban",1,21
"2212","FALSE",0,43,4.56,"android","urban",1,11
"2253","TRUE",2,35,3.84,"android","urban",0,2
"2271","TRUE",0,26,3.9,"android","urban",1,3
"2282","TRUE",0,57,2.04,"ios","urban",1,11
"2291","FALSE",1,30,7.2904,"ios","urban",1,14
"2312","FALSE",0,35,3.2604,"android","urban",1,6
"2331","FALSE",0,41,8,"ios","urban",1,0
"2343","FALSE",0,31,2.2,"ios","urban",1,16
"2351","FALSE",0,28,5,"ios","urban",1,0
"2392","TRUE",0,28,1.5,"android","urban",0,0
"2412","FALSE",1,42,5,"ios","urban",1,7
"2433","TRUE",0,54,1.5,"ios","urban",0,6
"2442","FALSE",0,26,2.3,"android","urban",1,0
"2461","FALSE",0,28,2.2,"android","urban",0,1
"2492","FALSE",0,20,1.6752,"android","urban",1,0
"2503","FALSE",0,84,2.8725,"ios","rest",0,11
"2543","FALSE",0,27,1.9,"android","urban",1,9
"2552","FALSE",0,66,2.95,"ios","urban",1,19
"2582","TRUE",1,46,6,"ios","urban",1,46
"2591","FALSE",0,25,2,"android","urban",1,19
"2602","TRUE",2,36,3.38,"ios","urban",1,15
"2621","FALSE",0,30,2.6,"ios","urban",1,16
"2653","FALSE",0,38,5.9,"ios","urban",1,11
"2672","FALSE",0,30,2.8,"android","urban",1,3
"2692","FALSE",0,47,3.4,"android","urban",1,4
"2701","FALSE",0,22,2.08,"android","urban",1,0
"2712","FALSE",0,58,2.5,"ios","urban",1,13
"2721","FALSE",1,24,1.95,"android","urban",1,4
"2751","FALSE",1,35,3.2,"ios","urban",1,8
"2771","FALSE",0,40,3.067,"android","urban",0,0
"2781","FALSE",0,24,2.8,"android","urban",1,11
"2791","FALSE",0,31,4.8,"ios","urban",1,13
"2811","FALSE",0,30,2.8,"ios","urban",1,14
"2822","FALSE",0,36,4.2,"ios","urban",1,13
"2852","FALSE",0,34,4.3,"android","urban",1,2
"2862","TRUE",0,64,6.4532,"ios","urban",1,13
"2871","FALSE",1,22,3,"android","urban",0,7
"2881","FALSE",0,21,1.75,"android","urban",0,3
"2901","FALSE",0,23,2.15,"android","urban",1,1
"2921","TRUE",2,27,2.6,"android","urban",1,9
"2933","FALSE",0,36,2.42,"ios","urban",1,10
"2941","FALSE",0,41,2.8,"ios","urban",0,6
"2972","TRUE",0,21,1.95,"android","urban",0,1
"3022","FALSE",0,22,3.1,"android","urban",1,0
"3042","FALSE",0,29,4.58,"android","urban",1,7
"3063","TRUE",4,38,1.7095,"android","urban",1,2
"3101","TRUE",0,24,1.5678,"ios","urban",1,0
"3112","TRUE",0,38,2.9623,"ios","rest",1,13
"3122","FALSE",1,28,2.7,"android","urban",1,13
"3143","TRUE",0,26,4,"android","urban",0,0
"3151","TRUE",5,32,4.5,"ios","urban",1,11
"3161","TRUE",0,34,1.8,"ios","urban",1,13
"3181","FALSE",0,40,2.42,"ios","urban",1,25
"3243","FALSE",0,0,3.24,"ios","urban",1,16
"3263","TRUE",2,35,4.9,"android","urban",1,3
"3272","FALSE",0,42,2.3,"ios","urban",1,12
"3283","TRUE",2,28,3.3,"android","urban",1,17
"3291","TRUE",3,45,2.5,"ios","urban",1,18
"3313","FALSE",1,36,2.4,"ios","urban",1,18
"3331","FALSE",0,34,3.7,"ios","rest",1,2
"3351","FALSE",0,34,6.2,"ios","urban",1,11
"3362","FALSE",0,40,2.5,"android","urban",1,2
"3372","TRUE",1,24,2,"android","urban",0,3
"3381","TRUE",0,30,2.4,"android","rest",1,11
"3412","TRUE",0,25,2.9,"ios","urban",1,8
"3432","FALSE",0,57,1.92,"ios","rest",1,9
"3462","FALSE",0,27,2.2,"android","urban",1,3
"3492","FALSE",0,40,1.9,"ios","urban",1,17
"3503","FALSE",0,26,5.5,"ios","urban",1,13
"3511","TRUE",0,32,2.16,"android","urban",0,0
"3522","FALSE",2,26,7,"android","rest",1,31
"3533","TRUE",3,37,2.6,"ios","urban",1,14
"3562","FALSE",0,49,5.2,"ios","urban",1,6
"3573","FALSE",1,24,3.25,"android","urban",0,5
"3622","TRUE",0,36,5.2,"ios","urban",1,0
"3633","FALSE",0,23,4.8,"android","urban",1,4
"3672","FALSE",0,30,2.45,"android","urban",1,0
"3682","FALSE",0,27,1.89,"android","urban",1,12
"3714","FALSE",0,47,4.5,"ios","urban",1,13
"3723","TRUE",4,25,2.8,"android","urban",1,7
"3751","FALSE",0,45,3.8,"ios","urban",1,3
"3762","TRUE",0,33,5,"android","rest",1,0
"3771","FALSE",0,23,2.7,"android","urban",1,0
"3782","TRUE",2,25,2.5,"android","rest",1,18
"3811","FALSE",0,46,2.308,"android","urban",1,5
"3823","TRUE",0,29,1.7,"android","urban",1,0
"3892","FALSE",0,27,3.5,"android","urban",1,0
"3973","FALSE",0,46,3.5,"android","rest",1,1
"4013","FALSE",0,26,3.41,"ios","urban",1,6
"4053","TRUE",4,38,4.8,"ios","urban",1,6
"4071","FALSE",0,29,7,"ios","rest",1,5
"4122","FALSE",0,44,10.5,"ios","urban",1,16
"4153","FALSE",0,24,3,"ios","urban",1,6
"4213","FALSE",0,21,2,"ios","rest",0,3
"4233","TRUE",0,38,4.475,"android","urban",1,15
"4242","FALSE",0,33,1.7,"android","urban",1,17
"4251","FALSE",0,28,3,"android","urban",1,11
"4261","FALSE",0,27,2.3558,"ios","urban",1,5
"4293","FALSE",0,25,5.5,"ios","rest",1,0
"4302","FALSE",0,31,3.374,"ios","urban",1,9
"4313","FALSE",0,63,5.5,"ios","urban",1,15
"4322","TRUE",1,32,6,"ios","urban",1,4
"4363","FALSE",0,26,2,"android","urban",1,13
"4372","FALSE",0,22,2.6875,"android","urban",1,12
"4382","FALSE",0,27,2.6796,"android","urban",1,4
"4391","FALSE",0,22,1.8,"android","urban",0,2
"4402","FALSE",0,25,1.56,"android","urban",1,0
"4412","FALSE",0,20,1.5,"android","urban",1,3
"4421","TRUE",0,25,1.8804,"android","urban",1,5
"4432","TRUE",2,37,2.52,"ios","urban",1,9
"4461","FALSE",0,29,4.01,"android","urban",1,15
"4483","FALSE",0,32,1.6,"android","urban",1,8
"4502","FALSE",0,25,2.275,"ios","urban",1,6
"4541","FALSE",0,45,3.9,"android","urban",1,12
"4551","TRUE",0,36,1.85,"android","urban",0,0
"4563","FALSE",0,41,4,"ios","urban",1,9
"4582","FALSE",0,28,3.5,"ios","urban",0,7
"4592","FALSE",1,34,8.1,"ios","rest",1,15
"4612","FALSE",1,34,2,"android","urban",1,5
"4622","TRUE",0,0,3,"android","urban",0,2
"4651","FALSE",0,28,2.52,"android","urban",1,0
"4672","FALSE",0,29,2.5,"android","urban",1,14
"4691","TRUE",1,31,4.35,"android","urban",1,5
"4712","FALSE",0,32,2,"android","urban",1,4
"4722","FALSE",1,43,4.8,"ios","urban",1,4
"4733","FALSE",0,30,3,"ios","urban",1,4
"4752","TRUE",2,36,2.9,"android","urban",1,21
"4772","FALSE",0,38,2.3,"ios","urban",1,3
"4802","TRUE",0,34,1.944,"android","urban",1,1
"4821","TRUE",0,28,3.5,"ios","urban",1,7
"4832","FALSE",0,47,7,"ios","urban",1,8
"4893","FALSE",0,27,1.8,"ios","urban",1,4
"4902","FALSE",0,40,2.6,"ios","urban",1,9
"4922","FALSE",0,24,2.3,"android","urban",0,0
"4942","TRUE",0,22,3.86,"ios","rest",1,8
"4951","FALSE",0,46,4.9,"ios","urban",1,4
"4962","TRUE",0,40,3.6,"android","urban",0,0
"4971","FALSE",0,42,3.235,"ios","urban",1,3
"4993","FALSE",0,26,1.85,"ios","urban",1,9
"5001","FALSE",0,25,1.56,"android","urban",1,0
"5023","TRUE",5,25,3.3,"ios","urban",1,23
"5033","FALSE",0,24,2.51,"android","urban",1,12
"5042","FALSE",0,28,4.375,"ios","urban",0,1
"5062","FALSE",0,21,4,"ios","urban",1,4
"5072","TRUE",2,36,5.1,"ios","urban",1,8
"5083","FALSE",0,32,3,"ios","urban",1,0
"5092","FALSE",0,29,3.5,"ios","urban",1,12
"5103","FALSE",0,40,3.5,"ios","urban",1,0
"5153","FALSE",0,46,8.94,"ios","urban",1,17
"5162","FALSE",0,50,7.1,"ios","urban",1,0
"5172","FALSE",0,32,2.4,"ios","urban",0,8
"5183","FALSE",1,31,3.305,"android","urban",1,12
"5212","FALSE",0,40,3,"ios","rest",1,22
"5252","FALSE",0,28,3.04,"android","urban",1,0
"5263","FALSE",1,30,2.08,"ios","urban",1,11
"5312","FALSE",0,45,3.5,"ios","urban",1,13
"5321","FALSE",0,25,2.4,"android","urban",1,10
"5331","FALSE",0,27,2.32,"android","urban",1,0
"5372","TRUE",0,47,2.8,"ios","urban",1,2
"5382","TRUE",2,52,3.7,"android","urban",1,6
"5392","TRUE",0,37,1.68,"ios","urban",0,8
"5423","FALSE",2,35,6.888,"ios","urban",1,18
"5442","FALSE",0,28,2,"ios","urban",0,8
"5472","FALSE",0,26,2.75,"ios","urban",1,11
"5492","FALSE",0,34,2.1,"android","urban",1,0
"5503","FALSE",0,28,4,"ios","urban",1,0
"5543","TRUE",2,53,2.16,"android","rest",0,5
"5553","FALSE",0,28,3.9,"ios","urban",1,6
"5561","FALSE",0,40,2.3115,"android","urban",1,9
"5581","FALSE",0,40,2,"android","urban",1,4
"5602","FALSE",0,34,3,"ios","urban",1,3
"5613","FALSE",0,21,1.56,"android","urban",0,5
"5632","FALSE",0,24,2.6,"android","urban",1,11
"5643","FALSE",0,48,4.68,"ios","urban",1,6
"5652","FALSE",0,35,4,"android","rest",0,6
"5663","FALSE",0,52,1.8744,"ios","urban",1,4
"5691","FALSE",0,24,2.04,"android","urban",1,5
"5722","FALSE",0,33,5.6,"ios","urban",1,4
"5731","FALSE",0,39,3,"ios","urban",1,11
"5752","FALSE",0,23,1.85,"android","urban",1,1
"5773","TRUE",0,27,2,"android","rest",1,2
"5781","FALSE",0,52,1.89,"android","urban",1,6
"5792","FALSE",0,20,2,"android","urban",1,7
"5813","TRUE",4,23,2.34,"android","urban",1,6
"5823","FALSE",0,24,1.9,"android","urban",1,6
"5832","FALSE",0,22,1.53,"ios","urban",1,11
"5841","FALSE",0,22,3.9946,"android","urban",1,2
"5871","FALSE",1,30,3.7,"android","urban",1,7
"5883","FALSE",0,29,2.1,"android","urban",1,5
"5902","TRUE",1,45,2.6,"ios","urban",1,1
"5913","FALSE",0,27,2.675,"ios","urban",1,0
"5922","TRUE",1,30,4.16,"ios","rest",1,15
"5932","FALSE",0,25,2.1,"android","urban",1,5
"5963","FALSE",0,31,3,"ios","urban",1,13
"6001","TRUE",0,25,2.534,"android","urban",1,3
"6012","TRUE",2,41,3.1,"ios","urban",1,5
"6022","TRUE",7,32,2.7161,"android","urban",0,10
"6032","FALSE",0,42,4.04,"android","urban",1,6
"6042","FALSE",0,47,2.7495,"android","urban",0,11
"6053","FALSE",0,28,3,"android","urban",1,2
"6101","FALSE",0,22,1.95,"android","urban",0,4
"6121","FALSE",0,24,2.8,"ios","urban",1,3
"6153","FALSE",0,49,4.5,"android","urban",1,0
"6161","TRUE",0,36,4,"android","urban",1,1
"6201","FALSE",0,31,3.5,"android","urban",0,0
"6271","FALSE",0,25,3.42,"android","urban",1,0
"6302","FALSE",0,24,1.62,"android","urban",0,4
"6321","FALSE",0,25,3.4,"android","urban",1,8
"6331","FALSE",0,47,3.6,"ios","rest",1,12
"6351","FALSE",0,50,1.75,"ios","urban",1,3
"6362","FALSE",0,32,2.5,"android","urban",1,5
"6382","TRUE",1,26,2.466,"ios","urban",1,20
"6392","FALSE",0,21,2.7,"android","urban",1,10
"6432","FALSE",0,21,1.92,"android","urban",1,6
"6453","FALSE",0,25,1.6949,"android","urban",0,16
"6461","FALSE",0,29,3.5,"android","urban",1,0
"6472","FALSE",1,40,2.25,"android","urban",1,10
"6483","TRUE",2,31,2.315,"android","urban",1,8
"6492","FALSE",0,31,4,"ios","urban",0,6
"6503","FALSE",0,40,4.5,"android","urban",1,0
"6514","FALSE",0,23,3.1782,"android","urban",1,3
"6523","FALSE",0,23,3,"android","urban",1,0
"6541","TRUE",0,25,2,"android","urban",0,6
"6552","FALSE",0,36,3.5,"ios","urban",1,17
"6583","FALSE",0,46,11.9999,"ios","rest",1,6
"6592","FALSE",1,0,3.7,"android","urban",0,5
"6603","TRUE",0,23,1.434,"ios","urban",1,6
"6612","FALSE",0,39,3.68,"ios","urban",1,11
"6622","TRUE",0,24,2.55,"ios","urban",1,0
"6682","FALSE",0,41,3.6,"ios","urban",1,10
"6703","TRUE",0,35,2,"ios","urban",1,6
"6713","FALSE",0,32,2.85,"ios","urban",1,11
"6722","FALSE",0,24,3.095,"ios","urban",1,23
"6732","FALSE",0,25,1.5,"ios","urban",1,19
"6742","FALSE",0,57,4.8,"ios","urban",1,4
"6761","FALSE",0,23,2.85,"ios","urban",0,8
"6781","FALSE",0,33,1.8142,"ios","urban",1,22
"6801","TRUE",0,31,1.515,"android","urban",1,0
"6812","FALSE",0,25,2.4,"android","urban",1,13
"6823","TRUE",0,39,3,"android","urban",0,2
"6832","TRUE",7,37,3.5,"ios","urban",1,7
"6843","FALSE",0,30,3,"ios","urban",1,8
"6862","FALSE",0,25,2.1,"android","urban",1,17
"6891","FALSE",0,32,3.65,"ios","urban",1,17
"6943","FALSE",0,37,4.5,"ios","urban",1,16
"6992","FALSE",0,28,2.4304,"ios","urban",1,17
"7002","FALSE",0,55,6.7,"ios","urban",1,13
"7014","TRUE",1,38,4,"ios","rest",1,7
"7052","FALSE",0,31,5.6,"ios","urban",0,8
"7104","TRUE",0,22,1.8,"android","urban",1,0
"7131","TRUE",1,23,1.8,"android","urban",1,2
"7142","TRUE",0,32,2.6,"android","urban",1,21
"7171","FALSE",0,29,4.22,"ios","urban",1,3
"7192","FALSE",0,26,3,"android","urban",1,8
"7203","FALSE",0,22,3.1532,"android","urban",0,3
"7212","FALSE",0,24,2.8,"android","urban",1,8
"7222","FALSE",0,30,2.86,"android","urban",1,1
"7243","FALSE",0,34,3.5,"ios","urban",1,8
"7251","FALSE",0,65,7.125,"ios","urban",1,8
"7263","TRUE",0,24,2.5,"android","urban",0,0
"7271","FALSE",0,24,3.3,"android","urban",1,5
"7283","FALSE",0,37,2.2,"android","urban",1,4
"7291","FALSE",1,38,3.2,"ios","urban",0,12
"7313","FALSE",0,38,5.5689,"android","urban",1,7
"7322","FALSE",0,37,7,"ios","urban",1,5
"7333","TRUE",1,26,2.3,"android","urban",1,3
"7391","FALSE",0,27,2.9,"android","urban",0,3
"7402","TRUE",3,39,4.7,"ios","urban",1,8
"7411","TRUE",2,23,1.725,"android","urban",0,5
"7422","TRUE",0,37,1.5548,"android","urban",1,0
"7441","FALSE",0,52,2.4,"android","rest",1,2
"7482","FALSE",0,42,2.68,"android","urban",1,0
"7492","FALSE",0,32,6.3,"android","rest",1,7
"7541","FALSE",0,23,2.5,"ios","urban",1,4
"7582","FALSE",0,28,2.55,"android","urban",1,3
"7592","FALSE",0,47,4.92,"ios","rest",1,14
"7601","FALSE",0,26,3.9,"android","urban",1,13
"7622","FALSE",0,54,9,"ios","urban",1,6
"7633","FALSE",0,35,6,"android","urban",1,0
"7661","FALSE",0,20,2.1,"android","urban",0,6
"7682","FALSE",0,28,2.6,"android","urban",1,5
"7693","FALSE",0,55,5.48,"ios","urban",1,4
"7723","FALSE",0,28,3,"ios","urban",1,0
"7743","FALSE",1,57,7.572,"ios","rest",1,18
"7752","FALSE",1,28,2,"android","urban",1,2
"7762","TRUE",3,31,3.25,"android","urban",1,7
"7803","FALSE",0,38,3.8,"ios","urban",1,6
"7833","TRUE",1,28,2.85,"android","urban",0,7
"7842","FALSE",0,28,2.6,"android","urban",1,4
"7873","FALSE",0,39,3.1,"ios","urban",1,3
"7882","TRUE",0,25,1.5,"android","rest",0,1
"7891","FALSE",1,19,2.19,"android","urban",1,2
"7902","FALSE",0,31,5.5,"ios","urban",1,7
"7921","FALSE",0,33,3,"ios","urban",1,4
"7942","FALSE",0,27,1.6,"ios","urban",1,5
"7962","FALSE",0,25,2.8542,"android","rest",1,3
"7971","FALSE",0,27,2.2,"android","urban",1,8
"8043","TRUE",1,57,8,"ios","urban",1,7
"8051","FALSE",0,28,2.0272,"ios","urban",1,1
"8072","FALSE",0,55,6.7,"ios","urban",1,0
"8091","TRUE",0,20,3,"android","urban",1,3
"8102","FALSE",0,25,3.2,"android","urban",1,6
"8121","FALSE",0,28,3.2,"ios","urban",1,9
"8142","FALSE",0,26,2.4,"android","urban",1,18
"8152","TRUE",1,32,2.25,"android","urban",0,13
"8162","FALSE",0,43,3.9495,"ios","urban",0,0
"8172","FALSE",0,35,3,"android","urban",0,2
"8182","FALSE",0,28,2.65,"android","urban",1,0
"8203","FALSE",0,39,4.7,"ios","urban",1,10
"8211","FALSE",0,41,3.48,"android","urban",1,22
"8232","FALSE",1,44,2.77,"ios","urban",1,14
"8282","FALSE",0,36,5.5,"android","urban",1,2
"8291","TRUE",0,24,1.5,"android","urban",1,0
"8313","FALSE",0,24,2.35,"android","urban",1,9
"8322","FALSE",0,40,4.6,"android","urban",1,1
"8342","FALSE",0,62,2.6545,"android","urban",1,1
"8351","FALSE",1,36,7.35,"android","urban",0,14
"8413","TRUE",0,24,2.425,"android","rest",1,1
"8422","TRUE",1,29,2.7,"android","urban",0,1
"8432","FALSE",0,45,3.7,"android","urban",1,2
"8451","FALSE",0,32,3.1,"android","urban",1,3
